,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
0,b9deb826e7ac6f35f90f9004d057189b4ba8679c,129.23887,-2.92316,12.0,ID.MA.MT,97544.0,16-06-21,14:00:03,16,1.0,green
1,f73b7644f2592b4fe8b306f2a47d4c816d4ecc6c,128.21565,-3.692374,7.0,ID.MA.AM,97129.0,16-06-21,14:00:07,4,0.999,green
2,183e81de5e2e8c2086d41824197440dbdc853daf,128.69566,-3.49657,4.0,ID.MA.MT,97546.0,16-06-21,14:00:09,5,1.0,green
3,8b94b6a6bd3079371088f3f228ea9be03f984369,128.238078,-3.621621,9.0,ID.MA.AM,97215.0,16-06-21,14:00:11,104,1.0,green
4,183e81de5e2e8c2086d41824197440dbdc853daf,128.69566,-3.49657,7.0,ID.MA.MT,97546.0,16-06-21,14:00:12,5,1.0,green
5,79679bc4a1d3a388fb7926946188a60c40562bdc,128.23585,-3.62852,8.0,ID.MA.AM,97216.0,16-06-21,14:00:13,241,0.999,green
6,b9deb826e7ac6f35f90f9004d057189b4ba8679c,129.238871,-2.923151,13.0,ID.MA.MT,97544.0,16-06-21,14:00:15,16,1.0,green
7,170b38f3df3ec66211539f03b2013bdc94db8b48,129.0903,-3.340125,9.0,ID.MA.MT,97544.0,16-06-21,14:00:15,2,0.999,green
8,86fe9f650a157c7b9e22ba4ef24bfb056914bd7b,128.219053,-3.69034,7.0,ID.MA.AM,97128.0,16-06-21,14:00:15,60,1.0,green
9,86fe9f650a157c7b9e22ba4ef24bfb056914bd7b,128.219053,-3.69034,8.0,ID.MA.AM,97128.0,16-06-21,14:00:18,60,0.999,green
10,13cff04806d65fc07f33b9d3b09c7f6b0fe68c43,129.917863,-2.996966,7.0,ID.MA.MT,97544.0,16-06-21,14:00:19,82,1.0,green
11,86d7d4bf72ba9728c9ba8b119b3b4908d5e39fb3,128.967651,-3.299853,12.0,ID.MA.MT,97544.0,16-06-21,14:00:21,51,1.0,green
12,183e81de5e2e8c2086d41824197440dbdc853daf,128.69565,-3.49656,7.0,ID.MA.MT,97546.0,16-06-21,14:00:21,5,0.999,green
14,9b696b8453d4e25f2f23ad3a1b9283ab83571986,128.25187,-3.5829,4.0,ID.MA.AM,97214.0,16-06-21,14:00:26,16,1.0,green
13,6a219a33e794c9ce4fa78788c3b2cc2487dd26da,128.194223,-3.693693,7.0,ID.MA.AM,97121.0,16-06-21,14:00:26,3,1.0,green
15,86d7d4bf72ba9728c9ba8b119b3b4908d5e39fb3,128.967651,-3.299853,11.0,ID.MA.MT,97544.0,16-06-21,14:00:28,51,0.999,green
16,1c1310f88dd8bbf16379d381fee24afc04250a88,128.170622,-3.704359,20.0,ID.MA.AM,97115.0,16-06-21,14:00:32,3198,0.999,green
17,f961523ab3010dbd53f27445a28e8fd0f264dac3,128.207099,-3.657657,13.0,,,16-06-21,14:00:36,162,0.999,green
18,12d75f689247d37cd8e868dbe8d09a7d189d7b18,128.13496,-3.58985,12.0,ID.MA.MT,97543.0,16-06-21,14:00:37,2,1.0,green
19,85db51bffffb8f698bfe6aeb0b0274b59439df01,128.956156,-3.298306,5.0,ID.MA.MT,97544.0,16-06-21,14:00:38,80,0.999,green
20,65c0b7f69cd3700573ee5edd627d0f292695c5d7,128.195387,-3.679044,23.0,ID.MA.AM,97129.0,16-06-21,14:00:38,7,1.0,green
21,1c1310f88dd8bbf16379d381fee24afc04250a88,128.170622,-3.704359,14.0,ID.MA.AM,97115.0,16-06-21,14:00:39,3198,0.999,green
22,9e2b316f27a7aaf9fce4ae9bf6a139d4f093e336,128.23601,-3.62832,8.0,ID.MA.AM,97216.0,16-06-21,14:00:45,1,1.0,green
23,79679bc4a1d3a388fb7926946188a60c40562bdc,128.235853,-3.628513,8.0,ID.MA.AM,97216.0,16-06-21,14:00:46,241,0.999,green
24,9b2794d6705038de3cb4d4cd2a75e424219afb29,128.198403,-3.677063,7.0,ID.MA.AM,97129.0,16-06-21,14:00:48,98,1.0,green
25,b0b905bce315a81d0d19d9be3601dbeb4522e923,128.17616,-3.6937,4.0,ID.MA.AM,,16-06-21,14:00:49,174,0.999,green
26,45184099ea722fc0b0ad849f3be9fd0a4a0e1cab,130.838382,-3.541916,32.0,ID.MA.ST,97585.0,16-06-21,14:00:54,2,1.0,green
27,79679bc4a1d3a388fb7926946188a60c40562bdc,128.23585,-3.62852,10.0,ID.MA.AM,97216.0,16-06-21,14:00:56,241,0.999,green
28,65c0b7f69cd3700573ee5edd627d0f292695c5d7,128.195387,-3.679044,12.0,ID.MA.AM,97129.0,16-06-21,14:00:57,7,1.0,green
29,fb57a96e3d05a92cc974991a9b5951f9120c2001,128.230105,-3.627379,9.0,ID.MA.AM,97216.0,16-06-21,14:00:57,28,0.999,green
30,3adf5de523524920c5e1f583e4c320be7962e89a,128.15946,-3.70507,9.0,ID.MA.AM,97117.0,16-06-21,14:01:02,4,1.0,green
31,67cc98725d7ec4196b0674280673ea1b3ac74bb7,128.224656,-3.656449,13.0,ID.MA.AM,97212.0,16-06-21,14:01:03,3,0.999,green
32,e649df3b78f2aa853c885c387cd6688be42a39e2,130.46567,-3.090461,11.0,ID.MA.ST,97585.0,16-06-21,14:01:04,244,0.999,green
33,0f89e1a7d772bd2f843711e84e80a5d3ae1a4999,128.176548,-3.701783,5.0,ID.MA.AM,97112.0,16-06-21,14:01:06,10,0.999,green
34,2a48a771b40e9f53030003bd5ec8eb7c1aad37c4,128.22062,-3.659448,22.0,ID.MA.AM,97212.0,16-06-21,14:01:09,8,0.999,green
35,85db51bffffb8f698bfe6aeb0b0274b59439df01,128.956156,-3.298306,12.0,ID.MA.MT,97544.0,16-06-21,14:01:10,80,1.0,green
36,e649df3b78f2aa853c885c387cd6688be42a39e2,130.465675,-3.090461,12.0,ID.MA.ST,97585.0,16-06-21,14:01:13,244,1.0,green
37,a7fbdeafcb3ae7e37a5018b8232a35dc3b2760b4,128.920905,-3.338268,7.0,ID.MA.MT,97544.0,16-06-21,14:01:14,8,1.0,green
38,65c0b7f69cd3700573ee5edd627d0f292695c5d7,128.195387,-3.679044,6.0,ID.MA.AM,97129.0,16-06-21,14:01:15,7,0.999,green
39,e649df3b78f2aa853c885c387cd6688be42a39e2,130.465675,-3.090461,6.0,ID.MA.ST,97585.0,16-06-21,14:01:17,244,1.0,green
